0.93116,0.364611,0,3.35993,0.754133,0,17.5,1.26729,0,8.5,0.162512,0,7,-0.413386,0,6,-0.407818,0,8.33333,-1.5708,0,12.8333,0.00953091,0,22.5,3.13206,0,11.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.96245,0.27146,0,2.9752,0.261778,0,8,-0.0730392,0,7,0.909754,0,8.5,-0.317056,0,10,0.860007,0,7,-0.118757,0,13,1.04425,0,22,0.882255,0,17,0.136665,0,12,0.610062,0,9.5,-0.11314,0,8.5,0.460971,0,10,0.867489,0,9.5,0,0,0,0,0,0
0,1,0,2.21231,-0.244978,0,9.83333,-0.0870814,0,7.33333,0.174291,0,12,1.8153,0,5.33333,0.376909,0,4,-0.463648,0,6,0.165149,0,8,-0.422473,0,10.5,-1.36428,0,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.479046,0.87779,0,3.77264,0.242244,0,20.5,-1.26089,0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.0891953,0.996014,0,2.81297,-0.254463,0,12.1667,-0.462481,0,10.1667,0.416338,0,11,1.74775,0,10,0.525006,0,9,0.129582,0,7,0.362544,0,5,0.54042,0,5.5,1.59086,0,6,0.380506,0,5,-0.0312379,0,6.66667,0,0,0,0,0,0,0,0,0,0,0,0
-0.955779,0.294086,0,2.06147,0.192833,0,8.33333,-1.32703,0,11,-0.916778,0,11.1667,0.803061,0,11,1.25495,0,13,0.77697,0,22.5,-0.247582,0,8.16667,0.115059,0,7,0.349267,0,9,0.71045,0,11,2.02382,0,13,0.16871,0,11.8333,0,0,0,0,0,0,0,0,0
-0.271138,0.96254,0,3.48991,-0.349435,0,20,0.196558,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.991454,-0.130455,0,4.95199,0.452578,0,14.5,0.425205,0,12,1.0764,0,13.3333,-0.733466,0,16.8333,0.141864,0,20,1.70956,0,18,0.298012,0,22.5,-0.292885,0,11.3333,0.409219,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.111657,0.993747,0,2.42307,-0.11189,0,12.5,0.0587556,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.489535,0.871984,0,2.3089,0.449137,0,8.83333,-1.53372,0,9.33333,1.28459,0,9,-0.349496,0,10,0.17853,0,18,1.35412,0,8,-1.25848,0,6.16667,-0.0383316,0,7.5,2.55088,0,6.66667,0.142514,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.812365,-0.58315,0,3.21689,0.745357,0,9.5,0.393939,0,9,0.699395,0,7.5,-0.214608,0,6.5,1.23115,0,22,-0.882677,0,36,1.30522,0,29.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.930495,-0.366304,0,4.08525,0.949339,0,7.5,0.484102,0,6,1.18615,0,6.5,-1.01931,0,5,-0.980262,0,3,1.20146,0,8.5,-1.12585,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.242536,-0.970143,0,3.94506,1.32582,0,9.5,0.211828,0,10,0.082995,0,14,1.0803,0,18,1.01696,0,14.5,-0.124848,0,12.1667,-0.928543,0,15.1667,1.51372,0,16.5,0.328895,0,24,0.167976,0,22.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.582598,-0.81276,0,3.6327,0.141648,0,17.5,0.556077,0,9,1.23674,0,7.5,0.777398,0,14,-0.0554985,0,15,0.195158,0,8,1.59214,0,8,1.41371,0,8,0.640098,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.0149237,0.999889,0,2.03243,-0.0149227,0,13,0.174672,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.570991,0.820956,0,2.74362,-0.0384962,0,20,0.857301,0,16.5,1.49523,0,11,0.32812,0,10.5,0.12231,0,25.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.98387,-0.178885,0,1.97652,-0.179853,0,7.66667,-1.73594,0,11.1667,0.588588,0,13,1.14736,0,10.5,0.733801,0,12,0.130382,0,9.33333,-1.42377,0,8.66667,0.701483,0,8,0.432408,0,9.5,2.15059,0,11,1.2738,0,10.1667,0,0,0,0,0,0,0,0,0,0,0,0
0.680451,0.732794,0,2.09529,0.928868,0,12.75,-1.1145,0,14.25,0.371727,0,14,2.23275,0,9,0.0422275,0,7,0.585315,0,10,1.32175,0,12.25,-1.27818,0,11.25,-0.15053,0,8.5,0.865042,0,9,1.60372,0,10,0,0,0,0,0,0,0,0,0,0,0,0
0.988936,0.14834,0,1.9674,-0.934288,0,5,-0.876058,0,5,-1.01649,0,4,0.112728,0,3.5,-0.576375,0,4,-0.694738,0,5,-0.631079,0,6,-0.708626,0,5.5,0.339293,0,5,-1.44644,0,7,0.927295,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0
0.572424,0.819958,0,2.33054,0.452857,0,10.6667,-0.628796,0,4.66667,-0.463648,0,6,1.60782,0,8,1.21203,0,7,0.244978,0,5.5,1.08084,0,5,0.276714,0,8,1.27212,0,8.16667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.617994,0.786183,0,3.7955,-0.412149,0,18.8333,-0.504709,0,18.3333,0.25067,0,18,1.67849,0,21.3333,-0.00435365,0,21.5,-1.25536,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,3.35709,0.399678,0,11,0.298981,0,7,0.408489,0,7,0.463648,0,5.5,0.234782,0,18,1.7051,0,32,-0.113137,0,21.5,0.473327,0,11,0.303932,0,8,0.184596,0,7.5,0.310762,0,10,1.01952,0,12.5,0,0,0,0,0,0,0,0,0
0.514496,0.857493,0,1.91774,0.348771,0,6.66667,-0.59375,0,9.66667,0.305594,0,12,0.556576,0,8,1.49402,0,4,0.244978,0,4.5,0.749442,0,5,-0.0438728,0,3.5,-0.165149,0,4,0.785398,0,6,1.21781,0,6.66667,0,0,0,0,0,0,0,0,0,0,0,0
0.37265,0.927972,0,3.56584,-0.326763,0,20,0.148829,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.931243,0.364399,0,2.83127,-0.339293,0,9.16667,-0.0388492,0,12.6667,1.43651,0,6.66667,0.13944,0,6,0,0,6,0.569313,0,9,-1.19713,0,11,0.627815,0,15,1.95816,0,8.5,-0.272487,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.971126,-0.238569,0,3.7974,-0.354208,0,31,-1.64823,0,24.5,-0.755838,0,12.5,-0.211797,0,17.5,0.496088,0,18,1.44907,0,16,0.709159,0,14.5,0.324447,0,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.225998,0.974128,0,1.93332,-0.0645955,0,10.5,0.241062,0,8,-0.171976,0,9,1.99167,0,6.5,-0.288056,0,3,-1.01649,0,5,-0.463648,0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.983475,-0.181044,0,4.3002,0.546455,0,14.5,-0.0258543,0,14,1.44329,0,24.3333,-0.442608,0,41.3333,1.58136,0,33.5,0.309209,0,19.5,-0.299593,0,25.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
